field_id,season_year,soil_ph,soil_type,soil_moisture_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,forecast_rain_mm,avg_temp,precip_history_mm,previous_crop,crop_planted,yield_t_ha,water_source
Field_035,2019,7.54,Clay,10.0,32.58,43.85,99.52,372.77,22.04F,571.06,Rye,Carrot,9.06,river
Field_039,2020,6.32,SILT,16.93,18.6,28.63,35.55,152.53,10.49F,710.46,Garlic,Broccoli,7.07,rainfed
Field_035,2023,5.78,Clay,11.99,53.04,48.52,78.16,464.52,23.59,395.48,Apple,Peach,3.91,river
Field_042,2020,6.24,Sandy,8.33,21.7,44.86,23.47,398.69,17.79,563.25,Cucumber,Pear,4.26,river
Field_023,2025,8.57,LOAM,13.37,96.33,44.43,95.41,227.62,19.36,199.62,Millet,Strawberry,8.22,rainfed
Field_013,2024,5.75,Peat,30.25,152.48,29.78,22.07,189.86,22.31F,582.42,Peach,Hemp,3.65,rainfed
Field_022,2021,6.01,loam,57.95,102.91,31.36,25.38,402.33,23.02,607.01,Tomato,Tomato,8.91,rainfed
Field_028,2019,6.29,Loam,46.34,48.68,69.92,63.39,282.54,17.91,578.58,Blueberry,Raspberry,9.48,well
Field_012,2023,7.6,Silt,11.58,12.75,36.31,28.02,452.89,23.99F,845.93,Coffee,Peach,8.62,river
Field_006,2024,6.5,sandy,28.54,135.11,forty,46.89,19.8 in,12.71,110.46,Banana,Banana,9.02,well
Field_013,2022,6.83,Peat,26.18,90.93,48.42,29.76,190.98,24.2F,879.77,Chickpea,Banana,4.13,rainfed
Field_046,2019,6.39,SILT,10.95,139.47,16.13,55.56,434.63,28.77,78.93,Sweet Potato,Onion,7.73,rainfed
Field_049,2024,6.15,Loam,34.21,16.18,-1,108.87,428.84,12.05,421.66,Strawberry,Strawberry,1.3,canal
Field_043,2021,6.42,Loam,44.42,,13.01,36.18,347.6,8.24,183.66,Pea,Flax,6.02,well
Field_024,2022,6.44,Clay,25.85,18.09,49.33,97.91,23.7 in,28.8,261.16,Garlic,Sweet Potato,8.16,river
Field_009,2024,5.41,Peat,44.74,87.46,49.69,39.03,677.59,17.61,366.93,Strawberry,Hemp,4.05,rainfed
Field_039,2024,7.85,SILT,19.1,29.37,33.53,29.05,138.25,11.27F,556.28,Rice,Onion,4.69,rainfed
Field_021,2022,6.76,SANDY,39.07,36.62,45.59,108.92,474.38,24.03F,382.9,Hemp,Bean,3.05,rainfed
Field_048,2021,7.06,LOAMY,18.26,53.81,59.76,39.95,885.16,12.44F,791.08,Cauliflower,Tea,6.37,river
Field_025,2018,6.17,Silt,11.13,48.91,33.92,97.64,801.42,25.46,544.47,Potato,Flax,1.17,well
Field_031,2024,6.6,PEAT,57.27,56.6,42.62,42.91,362.35,12.45F,723.78,Sunflower,Wheat,1.28,canal
Field_017,2021,6.12,sandy,41.33,81.86,51.07,23.11,348.02,11.12,461.37,Oats,Sorghum,1.4,rainfed
Field_009,2023,6.89,Peat,66.19,88.66,61.03,29.37,558.01,18.56F,229.74,Banana,Corn,2.19,rainfed
Field_042,2021,6.81,Sandy,8.86,13.61,42.29,24.68,354.89,15.63,609.6,Millet,Lettuce,5.08,river
Field_033,2023,8.75,Silt,17.41,,6.03,96.41,22.4 in,25.43,214.45,Coffee,Plum,7.84,well
Field_024,2018,6.42,Clay,30.05,21.17,41.84,113.85,317.33,29.45,413.46,Rice,Lentil,3.01,river
Field_002,2025,8.33,clay,61.03,109.16,26.76,31.12,853.17,29.85,107.89,Canola,Banana,8.24,canal
Field_022,2022,7.02,loam,62.49,95.62,36.34,28.08,488.98,25.11F,484.42,Potato,Plum,4.42,rainfed
Field_039,2018,7.08,SILT,14.33,30.61,43.28,44.31,140.48,9.19,491.07,Tomato,Sorghum,5.97,rainfed
Field_025,2020,7.35,Silt,11.48,70.83,33.02,57.8,562.0,25.73F,519.34,Kale,Kale,9.24,well
Field_043,2022,5.7,Loam,48.96,120.29,16.75,33.47,330.33,10.39F,310.18,Tomato,Melon,1.76,well
Field_029,2024,7.77,SANDY,33.57,79.98,13.38,56.92,611.09,17.37,110.26,Melon,Cabbage,6.3,rainfed
Field_040,2025,7.39,LOAM,9.53,61.66,60.31,82.86,263.65,17.67,228.99,Kale,Barley,8.24,rainfed
Field_045,2020,4.97,clay,51.27,23.42,39.24,57.46,298.56,20.12,263.92,Cocoa,Beet,2.24,river
Field_031,2025,7.03,PEAT,42.63,68.62,56.52,45.8,228.1,10.91,415.3,Flax,Canola,4.18,canal
Field_042,2022,6.54,Sandy,7.88,23.15,52.13,33.09,271.06,17.07,455.97,Cucumber,Cucumber,9.52,river
Field_016,2020,6.11,clay,11.66,150.75,20.1,80.79,527.32,17.08,532.22,Garlic,Bean,1.18,well
Field_042,2024,6.76,Sandy,,20.46,50.71,21.4,13.3 in,19.74,485.67,Sorghum,Sorghum,7.44,river
Field_046,2019,8.97,SILT,10.53,167.44,,62.5,374.91,27.68,72.7,Garlic,Strawberry,2.43,rainfed
Field_029,2018,7.17,SANDY,33.87,88.65,13.42,65.51,768.81,15.81F,131.22,Apple,Melon,5.38,rainfed
Field_020,2018,5.89,LOAM,17.44,107.61,20.34,66.71,271.82,14.78,581.04,Sorghum,Lentil,9.55,rainfed
Field_036,2025,6.14,peat,49.7,87.3,40.86,39.72,751.99,29.72,743.41,Lettuce,Cassava,6.95,river
Field_036,2022,6.5,peat,39.1,130.37,50.69,51.12,22.6 in,27.17,577.51,Spinach,Banana,8.38,river
Field_032,2021,5.47,peat,35.85,119.1,46.13,78.1,436.34,27.78,864.75,Flax,Canola,6.98,well
Field_046,2024,6.95,SILT,14.47,126.3,15.35,45.66,331.36,31.99,80.78,Sweet Potato,Sweet Potato,9.01,rainfed
Field_008,2022,5.8,Silt,23.24,116.47,42.67,26.1,167.18,11.99,235.11,Sunflower,Mango,6.08,well
Field_002,2018,,clay,59.13,137.41,22.14,44.27,894.66,23.56,120.65,Banana,Carrot,2.9,canal
Field_008,2021,7.5,Silt,34.64,113.68,38.01,30.62,196.54,11.41,208.0,Lettuce,Chickpea,1.34,well
Field_046,2020,8.08,SILT,16.79,145.8,14.68,40.86,461.56,30.42,119.56,Canola,Potato,4.53,rainfed
Field_007,2018,5.48,PEAT,21.27,34.97,44.77,74.24,535.47,28.08,241.52,Broccoli,Melon,1.45,canal
Field_039,2020,6.87,SILT,20.02,19.07,27.63,37.72,182.52,10.57,418.74,Cauliflower,Lettuce,3.39,rainfed
Field_020,2020,7.09,LOAM,18.17,92.84,21.1,96.32,,15.35,344.33,Garlic,Lettuce,8.3,rainfed
Field_018,2018,5.15,Peat,27.59,40.66,52.12,36.62,375.86,14.07,432.35,Hemp,Hemp,1.98,canal
Field_048,2018,5.37,LOAMY,16.83,70.66,47.66,30.66,512.9,15.84,567.96,Tea,Flax,9.61,river
Field_014,2024,5.74,Loam,34.35,141.91,16.7,45.47,526.28,36.25F,68.51,Blueberry,Millet,7.97,canal
Field_030,2022,5.5,Silt,28.32,61.06,68.38,58.64,688.62,7.87,289.61,Pineapple,Pineapple,9.14,rainfed
Field_009,2021,5.73,Peat,54.77,100.28,68.85,53.56,429.88,21.16,283.24,Melon,Melon,9.48,rainfed
Field_013,2023,6.67,Peat,22.56,93.54,28.06,35.68,232.33,24.34,804.54,Cabbage,Cauliflower,7.65,rainfed
Field_009,2021,5.99,Peat,40.2,93.3,45.7,35.69,762.03,21.07,359.83,Grapes,Grapes,3.32,rainfed
Field_014,2018,5.7,Loam,26.96,145.77,19.74,53.73,494.17,29.4,112.02,Bean,Plum,9999.0,canal
Field_004,2020,8.21,CLAY,33.77,10.15,11.36,84.91,480.51,18.27,452.87,Millet,Soybean,8.34,well
Field_033,2020,7.15,Silt,13.28,99.97,8.02,101.94,511.7,,329.68,Tea,Apple,7.92,well
Field_035,2025,6.07,Clay,12.2,55.66,48.5,87.15,361.6,22.74F,716.72,Banana,Pea,3.32,river
Field_001,2018,8.25,silt,27.62,,50.79,30.13,548.49,27.8,248.88,Hemp,Lettuce,4.08,canal
Field_006,2022,8.95,sandy,35.2,122.28,16.92,46.79,18.2 in,14.64F,209.67,Sunflower,Grapes,5.33,well
Field_030,2024,8.58,Silt,33.34,48.24,62.13,45.38,388.63,9.63,455.29,Pea,Cabbage,0.85,rainfed
Field_040,2021,6.04,LOAM,13.61,53.84,61.04,78.04,302.21,18.57,232.28,Beet,Pineapple,7.37,rainfed
Field_033,2020,7.96,Silt,17.86,116.81,8.56,92.85,20.0 in,22.22,205.88,Carrot,Onion,8.24,well
Field_015,2024,5.97,peat,28.94,58.14,12.56,38.55,560.88,13.33,515.41,Grapes,Flax,2.71,well
Field_005,2019,7.84,Silt,27.24,53.28,28.55,77.17,398.36,forty,292.27,Lettuce,Lettuce,1.96,canal
Field_017,2022,6.37,sandy,31.96,68.34,59.07,18.58,428.28,11.88,395.12,Sweet Potato,Cucumber,2.0,rainfed
Field_003,2024,7.79,LOAM,23.14,29.4,43.21,61.15,251.46,27.43,383.95,Tomato,Sunflower,9.6,canal
Field_047,2022,6.56,Loam,24.23,11.83,47.68,55.96,265.63,22.0,215.43,Rye,Raspberry,8.55,rainfed
Field_001,2020,8.83,silt,21.82,12.59,56.25,27.21,23.5 in,25.79F,142.67,Peach,Chickpea,-3.5,canal
Field_007,2021,8.77,PEAT,15.81,35.67,37.02,76.0,485.12,forty,189.23,Pumpkin,Sunflower,7.58,canal
Field_018,2024,5.2,Peat,18.47,52.6,52.82,54.18,15.2 in,13.63,704.29,Cotton,Cassava,1.31,canal
Field_015,2023,8.74,peat,38.01,48.21,18.3,44.68,717.54,12.9,823.74,Pineapple,Soybean,3.18,well
Field_012,2022,5.23,Silt,15.72,-1,40.19,32.71,461.07,29.45,698.57,Lettuce,Soybean,8.71,river
Field_034,2025,6.59,loam,58.11,96.29,18.86,92.61,279.91,20.21,81.71,Rice,Rice,5.59,well
Field_048,2020,6.13,LOAMY,18.27,61.18,68.04,28.37,774.43,14.16F,421.14,Barley,Beet,7.03,river
Field_048,2022,,LOAMY,15.78,51.73,58.27,23.6,871.41,15.49F,723.92,Soybean,Pea,3.78,river
Field_038,2019,6.25,SANDY,66.25,86.96,30.51,48.69,536.27,13.3,375.42,Barley,Soybean,9999.0,rainfed
Field_021,2020,5.35,SANDY,48.64,23.29,59.0,76.02,633.23,23.76,431.64,Pea,Rye,3.59,rainfed
Field_041,2024,6.27,Sandy,39.31,64.36,49.66,109.75,315.92,19.75,828.35,Chickpea,Rye,7.89,river
Field_015,2024,6.83,peat,29.69,88.5,19.47,45.76,636.77,15.62,641.18,Blueberry,Pineapple,6.77,well
Field_021,2024,6.01,SANDY,33.88,22.41,63.07,99.48,620.59,26.45,482.27,Plum,Blueberry,8.03,rainfed
Field_016,2018,5.41,clay,18.49,121.51,19.79,59.19,511.43,19.07F,443.72,Plum,Plum,4.29,well
Field_043,2023,8.97,Loam,30.24,110.0,13.84,36.36,14.3 in,8.21,231.44,Cabbage,Raspberry,0.8,well
Field_005,2023,7.25,Silt,37.67,48.42,27.97,62.35,581.59,15.4,274.5,Lentil,Broccoli,9.43,canal
Field_018,2025,6.56,Peat,22.74,60.83,39.94,34.11,326.12,14.67F,467.62,Pumpkin,Pumpkin,8.58,canal
Field_031,2018,5.54,PEAT,63.3,55.23,61.22,39.13,323.7,11.35,635.72,Millet,Blueberry,2.68,canal
Field_002,2023,8.4,clay,52.04,151.54,29.31,40.72,759.71,27.61,120.68,Cauliflower,Cocoa,2.65,canal
Field_009,2025,6.27,Peat,40.78,145.93,60.05,32.01,691.81,18.6,334.11,Cabbage,Hemp,1.88,rainfed
Field_011,2025,6.55,CLAY,15.87,22.7,34.04,78.02,509.3,10.53F,220.7,Lentil,Sorghum,4.68,well
Field_028,2018,4.58,Loam,34.57,47.58,54.05,87.63,273.79,16.0,515.66,Plum,Plum,1.55,well
Field_048,2018,5.0,LOAMY,18.1,71.57,42.58,33.38,616.83,16.48F,444.9,Potato,Tea,8.28,river
Field_016,2020,5.13,clay,17.62,163.44,17.5,59.73,792.74,17.49,421.45,Plum,Rice,2.35,well
Field_011,2019,5.72,CLAY,18.16,15.1,33.21,98.48,608.89,10.58,171.97,Rye,Flax,5.99,well
Field_017,2025,4.69,sandy,33.42,69.7,55.04,20.33,438.82,11.53F,360.5,Beet,Apple,9.63,rainfed
Field_019,2021,7.75,Sandy,14.98,113.23,71.57,39.24,644.74,27.44,616.0,Beet,Raspberry,9.79,rainfed
Field_020,2020,4.74,LOAM,21.44,120.33,16.34,105.95,284.63,16.16,400.89,Pumpkin,Oats,5.22,rainfed
Field_027,2025,4.76,Sandy,,58.0,33.41,30.41,565.51,12.71,210.01,Rice,Melon,2.22,canal
Field_036,2019,5.71,peat,30.18,73.79,36.85,48.49,742.95,24.35F,420.69,Pepper,Millet,4.62,river
Field_015,2024,6.78,peat,22.05,69.49,15.73,51.85,429.14,13.58,789.54,Canola,Cabbage,7.22,well
Field_038,2023,6.48,SANDY,41.71,95.59,-1,55.74,679.04,10.49,261.51,Sorghum,Peach,9999.0,rainfed
Field_046,2025,6.01,SILT,13.25,137.92,13.11,70.6,forty,33.8,114.29,Chickpea,Lettuce,7.42,rainfed
Field_032,2022,6.81,peat,43.07,93.75,63.43,73.78,303.84,26.44,636.81,Bean,Rice,3.78,well
Field_049,2018,6.93,Loam,26.54,19.9,16.81,78.55,25.7 in,12.35F,351.68,Cucumber,Sweet Potato,0.51,canal
Field_006,2018,6.0,sandy,47.94,129.51,12.71,44.32,413.5,13.03,154.56,Flax,Barley,8.45,well
Field_038,2019,5.03,SANDY,46.61,69.42,30.53,,710.33,10.27F,242.54,Potato,Bean,8.82,rainfed
Field_024,2023,6.59,Clay,22.84,32.94,34.11,97.79,344.05,27.42,332.98,Spinach,Cabbage,5.44,river
Field_028,2019,5.71,Loam,34.21,46.05,55.65,56.97,224.56,20.39,317.37,Sunflower,Sunflower,2.75,well
Field_018,2018,4.75,Peat,29.12,67.64,35.98,43.35,339.96,13.6,539.85,Soybean,Pear,6.05,canal
Field_008,2020,7.96,Silt,30.68,142.78,38.13,28.97,182.57,11.66F,377.68,Hemp,Hemp,6.9,well
Field_030,2020,6.39,Silt,35.77,61.7,49.85,49.78,695.84,8.31,284.93,Raspberry,Broccoli,8.35,rainfed
Field_032,2022,4.64,peat,32.03,77.58,49.84,74.9,276.72,23.97,597.56,Spinach,Melon,5.97,well
Field_004,2024,8.2,CLAY,31.89,17.59,11.0,84.95,456.31,21.15,453.25,Pumpkin,Soybean,0.84,well
Field_047,2019,5.48,Loam,25.09,10.29,45.24,74.56,191.21,21.09,218.36,Raspberry,Oats,1.55,rainfed
Field_024,2025,7.53,Clay,28.24,28.81,46.13,91.55,18.2 in,32.16,443.88,Tomato,Flax,1.91,river
Field_029,2021,6.71,SANDY,34.88,73.9,15.86,73.25,763.0,13.37F,140.61,Grapes,Pea,1.27,rainfed
Field_029,2018,5.99,SANDY,41.14,111.85,24.51,58.88,826.19,17.09,113.99,Pepper,Mango,1.27,rainfed
Field_037,2020,,Sandy,28.98,51.5,42.82,65.53,18.7 in,20.38,717.19,Melon,Barley,8.21,well
Field_014,2024,5.59,Loam,26.41,112.36,20.52,37.57,602.82,27.31,76.39,Spinach,Spinach,9.29,canal
Field_039,2023,8.99,SILT,19.28,30.6,28.47,33.75,7.2 in,8.8,603.66,Pear,Pear,6.72,rainfed
Field_022,2021,6.68,loam,67.38,128.79,43.55,27.15,538.48,26.67,655.95,Cucumber,Strawberry,7.92,rainfed
Field_015,2020,6.66,peat,21.64,85.07,15.18,32.54,718.63,14.85,593.39,Strawberry,Cabbage,7.48,well
Field_037,2024,5.73,Sandy,35.58,60.39,43.29,67.58,,17.54,723.58,Mango,Plum,9.04,well
Field_039,2018,6.92,SILT,15.8,17.56,30.72,43.95,183.09,8.56F,446.71,Pineapple,Grapes,8.44,rainfed
Field_042,2020,5.05,Sandy,7.66,18.38,48.78,32.09,303.95,17.91,452.21,Sunflower,Carrot,5.26,river
Field_029,2018,6.84,SANDY,37.42,71.72,16.22,60.76,622.82,17.85,109.45,Cassava,Millet,1.94,rainfed
Field_047,2024,7.84,Loam,20.13,15.75,32.78,72.86,237.28,21.67,227.99,Rice,Oats,8.06,rainfed
Field_002,2021,7.19,clay,51.88,144.0,25.61,32.67,891.87,22.67,93.8,Pepper,Spinach,2.26,canal
Field_015,2019,8.33,peat,29.36,72.28,14.75,53.96,655.0,14.62,527.13,Strawberry,Pear,1.36,well
Field_017,2024,6.16,sandy,35.35,76.2,43.97,21.37,353.58,10.44,538.26,Chickpea,Beet,8.22,rainfed
Field_023,2022,6.28,LOAM,13.23,98.61,54.53,85.74,8.5 in,19.65F,196.76,Canola,Chickpea,2.1,rainfed
Field_026,2018,8.81,clay,31.46,75.57,14.9,58.76,14.4 in,21.28,433.47,Kale,Pear,5.06,canal
Field_024,2024,6.87,Clay,29.65,18.97,50.22,74.57,467.09,34.05,232.06,Spinach,Sorghum,3.95,river
Field_040,2018,5.42,LOAM,9.75,40.78,64.0,90.3,205.04,20.52,269.29,Chickpea,Chickpea,5.18,rainfed
Field_026,2024,6.1,clay,forty,81.97,13.43,40.18,14.3 in,22.9,415.62,Pea,Corn,8.45,canal
Field_043,2020,7.32,Loam,48.02,125.29,13.04,19.99,264.46,8.05F,204.28,Strawberry,Raspberry,7.2,well
Field_007,2023,6.8,PEAT,25.19,,47.98,93.91,21.2 in,26.77F,207.56,Cucumber,Cabbage,3.03,canal
Field_037,2023,7.51,Sandy,37.58,53.9,35.96,76.61,546.52,18.74,628.02,Grapes,Grapes,4.84,well
Field_011,2022,7.23,CLAY,21.43,18.66,22.37,112.99,513.1,10.84F,218.46,Wheat,Rye,7.98,well
Field_030,2019,6.04,Silt,32.54,forty,47.51,51.09,595.81,7.75,511.43,Pear,Pepper,8.46,rainfed
Field_009,2020,7.27,Peat,63.63,93.0,69.14,53.08,412.54,22.58,262.31,Melon,Potato,6.86,rainfed
Field_015,2021,5.83,peat,28.0,63.53,20.11,53.74,481.42,12.75,489.18,Peach,Tea,4.03,well
Field_037,2023,5.59,Sandy,39.0,,31.2,63.31,486.5,19.66,625.5,Lettuce,Melon,2.43,well
Field_010,2018,6.89,Silt,15.83,113.47,45.91,90.99,740.83,27.27F,254.49,Broccoli,Apple,1.97,canal
Field_043,2019,8.66,Loam,30.58,112.53,12.29,20.4,478.33,10.4,265.59,Cucumber,Pumpkin,6.23,well
Field_016,2019,6.32,clay,12.94,121.92,12.52,53.31,773.28,18.84,373.38,Soybean,Sorghum,3.99,well
Field_012,2019,6.7,Silt,18.64,13.75,31.73,19.44,274.79,22.69,860.06,Kale,Sunflower,1.36,river
Field_048,2023,5.98,LOAMY,14.56,72.67,68.18,37.28,894.7,15.64,404.15,Bean,Beet,4.33,river
Field_047,2018,5.38,Loam,26.65,9.98,47.28,67.93,10.0 in,23.73,171.68,Onion,Sweet Potato,0.58,rainfed
Field_007,2020,6.74,PEAT,16.43,37.49,34.34,58.22,24.7 in,30.15,156.0,Banana,Wheat,3.66,canal
Field_028,2021,6.35,Loam,58.03,38.11,49.75,59.37,237.56,20.92F,396.32,Beet,Rye,7.6,well
Field_016,2023,5.65,clay,11.45,155.93,17.75,69.56,775.23,16.45,520.65,Pea,Rice,8.28,well
Field_038,2022,6.64,SANDY,44.56,96.29,40.45,62.69,489.11,11.25,290.53,Pepper,Rye,6.26,rainfed
Field_026,2023,9.38,clay,29.94,54.82,13.24,62.54,10.7 in,22.92,434.32,Rice,Rice,2.27,canal
Field_004,2025,5.16,CLAY,39.84,10.04,11.56,75.1,474.1,22.25F,347.64,Pepper,Wheat,8.96,well
Field_001,2019,8.2,silt,22.93,17.61,53.81,21.15,627.87,26.71,209.91,Pea,Millet,9999.0,canal
Field_003,2025,7.02,LOAM,19.08,32.23,58.62,104.87,324.14,33.02F,497.29,Rice,Potato,5.84,canal
Field_031,2025,6.04,PEAT,57.44,43.18,65.27,52.05,13.3 in,11.12,539.04,Cassava,Melon,8.34,canal
Field_005,2024,6.59,Silt,36.29,74.79,27.57,forty,424.13,19.38,335.41,Tomato,Lettuce,6.3,canal
Field_003,2023,8.22,LOAM,23.49,22.2,44.29,73.05,316.28,30.66,363.68,Cabbage,Cucumber,6.43,canal
Field_029,2018,9.05,SANDY,30.97,115.46,23.26,59.71,524.57,16.91,97.83,Pepper,Peach,7.78,rainfed
Field_011,2018,6.21,CLAY,14.95,25.49,27.49,104.26,562.03,10.57,173.9,Chickpea,Spinach,1.74,well
Field_014,2023,6.32,Loam,26.81,110.08,13.95,53.45,357.9,32.38,,Cauliflower,Sweet Potato,6.11,canal
Field_046,2022,9.55,SILT,17.78,128.91,17.9,53.01,287.64,28.6,66.17,Kale,Flax,9.93,rainfed
Field_022,2018,6.28,loam,45.59,104.17,44.4,21.45,304.96,23.31,519.11,Sorghum,Spinach,7.99,rainfed
Field_042,2025,6.82,Sandy,12.55,19.08,36.04,33.1,260.82,15.31,607.12,Beet,Beet,2.62,river
Field_039,2018,7.07,SILT,14.36,21.69,33.19,49.73,187.25,11.46,432.74,Strawberry,Cauliflower,4.7,rainfed
Field_001,2021,9.27,silt,29.86,20.18,63.18,29.06,12.7 in,29.14,205.59,Pear,Cassava,8.29,canal
Field_033,2023,8.18,Silt,19.96,139.39,9.19,59.07,352.7,21.29F,362.43,Broccoli,Mango,8.55,well
Field_048,2018,4.48,LOAMY,18.9,61.4,59.81,25.03,782.09,15.66F,573.88,Tea,Tea,3.12,river
Field_050,2024,5.04,Peat,31.26,107.33,51.66,97.46,581.63,15.78,568.38,Broccoli,Cotton,7.58,well
Field_029,2019,6.05,SANDY,28.3,124.27,15.95,49.85,552.27,16.67,118.36,Mango,Flax,3.42,rainfed
Field_049,2020,4.53,Loam,25.42,19.29,19.84,111.36,628.32,13.12F,356.06,Strawberry,Cassava,5.84,canal
Field_044,2025,7.9,Peat,43.46,78.87,27.26,37.2,757.99,13.29F,-1,Chickpea,Pineapple,7.33,well
Field_029,2020,7.6,SANDY,28.95,79.21,22.03,60.38,640.8,15.63,76.06,Plum,Cassava,9.25,rainfed
Field_043,2022,8.33,Loam,40.88,116.98,14.72,28.04,468.68,7.98F,267.37,Tomato,Spinach,3.52,well
Field_012,2025,5.03,Silt,12.93,13.92,33.17,21.61,362.48,23.69,860.41,Bean,Pear,8.82,river
Field_046,2023,7.68,SILT,12.51,129.33,13.71,43.71,374.13,32.84,122.21,Garlic,Garlic,-3.5,rainfed
Field_006,2021,8.8,sandy,forty,138.53,12.23,45.47,29.2 in,14.99F,148.45,Rye,Cucumber,1.56,well
Field_033,2024,6.76,Silt,20.28,105.92,10.14,59.6,18.3 in,23.17F,316.02,Tomato,Tomato,8.92,well
Field_007,2020,5.73,PEAT,15.27,47.76,37.09,60.76,425.86,29.3,270.36,Melon,Sunflower,7.74,canal
Field_003,2023,7.12,LOAM,19.78,35.46,49.09,77.37,167.95,29.45,469.15,Corn,Rice,5.96,canal
Field_019,2020,8.38,Sandy,23.25,176.65,59.62,39.34,566.55,26.93,351.5,Garlic,Spinach,1.99,rainfed
Field_034,2019,7.32,loam,47.58,90.64,26.61,86.24,7.5 in,25.33,113.77,Corn,Potato,2.03,well
Field_016,2025,4.58,clay,16.1,113.63,18.02,72.58,615.76,21.63F,386.03,Kale,Pumpkin,4.67,well
Field_046,2024,8.42,SILT,15.97,117.14,18.26,46.71,528.26,27.85,62.55,Peach,Cabbage,6.39,rainfed
Field_036,2019,7.34,peat,45.05,131.18,34.87,35.58,722.58,28.06,424.64,Wheat,Lentil,5.91,river
Field_026,2021,7.71,clay,39.36,78.87,17.76,56.51,213.71,19.74,578.27,Pepper,Chickpea,7.42,canal
Field_008,2024,6.44,Silt,35.92,154.2,49.66,33.95,186.05,11.55,194.68,Sunflower,Banana,3.0,well
Field_019,2025,6.52,Sandy,21.79,128.94,67.12,60.75,752.79,26.51,-1,Plum,Rice,3.93,rainfed
Field_040,2021,5.25,LOAM,10.3,54.89,57.07,88.25,232.87,16.33,336.28,Sweet Potato,Millet,7.54,rainfed
Field_021,2018,6.65,SANDY,40.63,27.26,45.22,105.37,573.69,28.79,351.43,Sorghum,Sorghum,5.5,rainfed
Field_029,2020,6.16,SANDY,25.14,,22.46,78.21,532.72,14.96F,78.27,Cotton,Coffee,3.36,rainfed
Field_022,2024,6.76,loam,50.19,107.43,36.96,24.37,19.7 in,21.53F,662.25,Cotton,Tomato,4.15,rainfed
Field_013,2019,5.27,Peat,26.54,92.66,33.3,35.07,163.66,28.26,814.04,Apple,Strawberry,0.95,rainfed
Field_008,2025,7.65,Silt,36.5,152.43,32.23,29.97,231.84,10.56,376.37,Garlic,Cucumber,9.52,well
Field_008,2022,6.13,Silt,38.12,99.97,30.58,38.98,198.66,9.59,233.76,Plum,Plum,3.08,well
Field_019,2019,6.0,Sandy,15.54,147.82,52.03,51.81,650.15,32.62,499.87,Spinach,Apple,2.68,rainfed
Field_018,2020,forty,Peat,23.3,66.49,58.28,59.74,322.98,13.87,737.14,Chickpea,Cotton,9.88,canal
Field_021,2023,6.1,SANDY,28.9,28.82,44.55,121.77,399.16,28.91,569.24,Rice,Cucumber,6.07,rainfed
Field_044,2024,5.96,Peat,49.09,63.39,30.92,40.9,758.41,16.28,689.3,Pumpkin,Cabbage,6.37,well
Field_039,2022,7.03,SILT,17.24,31.0,30.04,30.94,187.02,9.16,599.83,Corn,Canola,2.92,rainfed
Field_011,2021,6.86,CLAY,14.9,17.61,24.18,95.62,341.41,11.39,197.38,Sunflower,Sunflower,1.74,well
Field_007,2023,7.39,PEAT,17.95,49.12,50.18,74.94,333.13,28.94,236.59,Flax,Tea,9.91,canal
Field_034,2019,6.06,loam,36.04,108.39,21.39,109.23,285.25,24.79,107.18,Rice,Rice,8.43,well
Field_040,2024,5.29,LOAM,13.3,62.73,55.09,64.35,385.38,19.68F,275.77,Cabbage,Oats,3.42,rainfed
Field_006,2024,7.41,sandy,43.8,100.45,18.35,36.24,810.74,13.05,145.47,Grapes,Soybean,5.61,well
Field_019,2023,6.85,Sandy,13.93,161.83,72.19,40.78,586.39,30.22F,555.44,Kale,Cucumber,7.88,rainfed
Field_024,2021,5.36,Clay,30.12,29.88,45.31,68.25,14.6 in,33.89,355.69,Pear,Lettuce,7.43,river
Field_013,2023,6.34,Peat,-1,143.41,,35.73,163.46,26.54,502.63,Melon,Tomato,1.45,rainfed
Field_039,2019,7.35,SILT,20.54,20.31,39.88,42.02,195.74,11.1,623.75,Lettuce,Pepper,5.45,rainfed
Field_003,2023,7.11,LOAM,32.41,27.3,52.0,67.34,246.07,30.39,531.08,Bean,Rice,0.65,canal
Field_005,2023,5.68,Silt,,62.54,21.87,52.66,353.51,18.92,349.28,Pea,Lettuce,2.44,canal
Field_015,2025,6.16,peat,26.83,52.16,16.75,42.04,670.81,13.12F,,Hemp,Tea,3.64,well
Field_042,2023,5.92,Sandy,11.97,19.58,30.27,29.02,412.07,20.48,800.89,Tea,Cabbage,0.91,river
Field_009,2019,6.0,Peat,59.81,132.94,44.33,33.65,676.02,21.91,263.36,Pear,Pear,7.72,rainfed
Field_041,2020,5.74,Sandy,24.96,85.78,63.87,107.18,22.4 in,20.72,452.21,Peach,Kale,5.5,river
Field_024,2022,6.36,Clay,24.34,18.52,34.67,113.02,329.89,33.42,267.58,Cocoa,Cocoa,7.16,river
Field_022,2025,7.4,loam,59.1,116.46,39.2,22.91,344.8,27.93,850.67,Peach,Cauliflower,3.72,rainfed
Field_015,2024,7.13,peat,26.57,58.12,21.39,,809.93,14.47,569.52,Blueberry,Flax,2.2,well
Field_008,2023,5.38,Silt,40.66,103.27,37.63,44.24,247.12,11.13,255.33,Grapes,Plum,5.1,well
